,count,CPM,RPKM
15S_rRNA_BY4742,9,0.27888898684434166,0.16912612907479788
21S_rRNA_BY4742,109,3.3776555073370274,0.7609045972825021
HRA1_BY4742,132,4.090371807050345,7.252432282004157
ICR1_BY4742,325,10.070991191601227,3.148168550047273
LSR1_BY4742,1230,38.114828202060025,32.43815166132769
NME1_BY4742,80,2.479013216394148,7.29121534233573
PWR1_BY4742,76,2.355062555574441,2.5027232259027
RDN18-1_BY4742,0,0.0,0.0
RDN18-2_BY4742,0,0.0,0.0
RDN25-1_BY4742,0,0.0,0.0
RDN25-2_BY4742,0,0.0,0.0
RDN37-1_BY4742,0,0.0,0.0
RDN37-2_BY4742,0,0.0,0.0
RDN5-1_BY4742,149,4.617162115534101,38.15836459119092
RDN5-2_BY4742,0,0.0,0.0
RDN5-3_BY4742,0,0.0,0.0
RDN5-4_BY4742,0,0.0,0.0
RDN5-5_BY4742,0,0.0,0.0
RDN5-6_BY4742,1,0.03098766520492685,0.25609640665228806
RDN58-1_BY4742,0,0.0,0.0
RDN58-2_BY4742,0,0.0,0.0
RNA170_BY4742,18,0.5577779736886833,3.3004613827732743
RPM1_BY4742,6,0.1859259912295611,0.384939940433874
RPR1_BY4742,101,3.1297541856976125,8.481718660427132
RUF20_BY4742,448,13.88247401180723,31.33741311920368
RUF21_BY4742,76,2.355062555574441,3.331064435041642
RUF22_BY4742,1,0.03098766520492685,0.060170223698887096
RUF23_BY4742,8,0.2479013216394148,0.9759894552732867
RUF5-1_BY4742,0,0.0,0.0
RUF5-2_BY4742,0,0.0,0.0
SCR1_BY4742,305,9.45123788750269,18.10581970785956
SRG1_BY4742,2537,78.61570662489943,142.67823343901892
TLC1_BY4742,1062,32.90890044763232,25.295081051216233
__alignment_not_unique,0,0.0,
__ambiguous,83,2.571976212008929,
__no_feature,28224047,874597.3191641201,
__not_aligned,1017695,31535.991940728036,
__too_low_aQual,3013708,93387.7745294097,
snR10_BY4742,111,3.4396308377468805,14.039309541824002
snR11_BY4742,1293,40.06705110997042,155.29864771306364
snR128_BY4742,22,0.6817286345083907,5.410544718320562
snR13_BY4742,19,0.5887656388936102,4.748109991077501
snR14_BY4742,29,0.8986422909428787,5.616514318392992
snR161_BY4742,2,0.0619753304098537,0.384939940433874
snR17a_BY4742,258,7.994817622871127,16.315954332390056
snR17b_BY4742,15,0.46481497807390276,1.0060930261339887
snR189_BY4742,12,0.3718519824591222,1.9674708066620223
snR18_BY4742,206,6.383459032214931,62.582931688381684
snR190_BY4742,50,1.5493832602463427,8.154648738138645
snR191_BY4742,25,0.7746916301231713,2.8273417157779974
snR19_BY4742,554,17.167166523529477,30.223884724523725
snR24_BY4742,68,2.107161233935026,23.67596892061827
snR30_BY4742,219,6.786298679878981,11.198512673067626
snR31_BY4742,269,8.335681940125324,37.047475289445885
snR32_BY4742,40,1.239506608197074,6.593120256367415
snR33_BY4742,437,13.541609694553035,73.99786718334991
snR34_BY4742,39,1.2085189429921472,5.953295285675602
snR35_BY4742,44,1.3634572690167814,6.683614063807752
snR36_BY4742,47,1.456420264631562,8.002309146327264
snR37_BY4742,39,1.2085189429921472,3.130878090653231
snR38_BY4742,26,0.8056792953280981,8.480834687664192
snR39B_BY4742,7,0.21691365643448796,2.2595172545259166
snR39_BY4742,69,2.138148899139953,24.024144934156773
snR3_BY4742,44,1.3634572690167814,7.028130252663822
snR40_BY4742,25,0.7746916301231713,7.986511650754344
snR41_BY4742,88,2.726914538033563,28.704363558248033
snR42_BY4742,190,5.887656388936102,16.77394982602878
snR43_BY4742,159,4.92703876758337,23.574348170255355
snR44_BY4742,273,8.459632600945032,40.09304550210915
snR45_BY4742,32,0.9916052865576592,5.765147014870112
snR46_BY4742,117,3.625556828976442,18.40384177145402
snR47_BY4742,12,0.3718519824591222,3.7560806309002244
snR48_BY4742,17,0.5267903084837565,4.661861137024394
snR49_BY4742,40,1.239506608197074,7.512161261800449
snR4_BY4742,208,6.445434362624785,34.652872917337554
snR50_BY4742,18,0.5577779736886833,6.197533040985371
snR51_BY4742,34,1.053580616967513,9.84654782212629
snR52_BY4742,1,0.03098766520492685,0.3368224478796397
snR53_BY4742,3,0.09296299561478055,1.021571380382204
snR54_BY4742,34,1.053580616967513,12.250937406598988
snR55_BY4742,27,0.836666960533025,8.537417964622705
snR56_BY4742,10,0.3098766520492685,3.5213255914689605
snR57_BY4742,37,1.1465436125822936,13.028904688435155
snR58_BY4742,3,0.09296299561478055,0.9683645376539641
snR59_BY4742,60,1.859259912295611,23.836665542251424
snR5_BY4742,40,1.239506608197074,6.076012785279775
snR60_BY4742,11,0.34086431725419536,3.277541512059571
snR61_BY4742,29,0.8986422909428787,9.984914343809765
snR62_BY4742,58,1.7972845818857575,17.972845818857575
snR63_BY4742,75,2.324074890369514,9.114019177919662
snR64_BY4742,3,0.09296299561478055,0.9204256991562432
snR65_BY4742,20,0.619753304098537,6.197533040985371
snR66_BY4742,30,0.9296299561478055,10.80965065288146
snR67_BY4742,16,0.4958026432788296,6.046373698522313
snR68_BY4742,22,0.6817286345083907,5.012710547855814
snR69_BY4742,55,1.7043215862709769,16.874471151197792
snR6_BY4742,0,0.0,0.0
snR7-L_BY4742,1,0.03098766520492685,0.14480217385479838
snR7-S_BY4742,0,0.0,0.0
snR70_BY4742,80,2.479013216394148,15.115934246305782
snR71_BY4742,31,0.9606176213527325,10.67352912614147
snR72_BY4742,7,0.21691365643448796,2.213404657494775
snR73_BY4742,18,0.5577779736886833,5.262056355553616
snR74_BY4742,22,0.6817286345083907,7.746916301231713
snR75_BY4742,14,0.4338273128689759,4.874464189539055
snR76_BY4742,31,0.9606176213527325,8.813005700483783
snR77_BY4742,32,0.9916052865576592,11.268241892700674
snR78_BY4742,15,0.46481497807390276,5.342700897401182
snR79_BY4742,7,0.21691365643448796,2.582305433743904
snR80_BY4742,3,0.09296299561478055,0.543643249209243
snR81_BY4742,17,0.5267903084837565,2.620847305889336
snR82_BY4742,191,5.918644054141029,22.084492739332198
snR83_BY4742,83,2.571976212008929,8.405151019637023
