gene,count,CPM,RPKM
15S_rRNA_BY4742,3,223.76370552696352,135.6966073541319
21S_rRNA_BY4742,24,1790.1096442157082,403.26867407427534
HRA1_BY4742,193,14395.465055567987,25523.874211999977
ICR1_BY4742,463,34534.198552994705,10795.310582367834
LSR1_BY4742,213,15887.223092414411,13521.040929714392
NME1_BY4742,75,5594.092638174088,16453.213641688493
PWR1_BY4742,95,7085.850675020512,7530.128241254529
RDN18-1_BY4742,0,0.0,0.0
RDN18-2_BY4742,0,0.0,0.0
RDN25-1_BY4742,0,0.0,0.0
RDN25-2_BY4742,0,0.0,0.0
RDN37-1_BY4742,0,0.0,0.0
RDN37-2_BY4742,0,0.0,0.0
RDN5-1_BY4742,24,1790.1096442157082,14794.294580295109
RDN5-2_BY4742,0,0.0,0.0
RDN5-3_BY4742,0,0.0,0.0
RDN5-4_BY4742,0,0.0,0.0
RDN5-5_BY4742,0,0.0,0.0
RDN5-6_BY4742,0,0.0,0.0
RDN58-1_BY4742,0,0.0,0.0
RDN58-2_BY4742,0,0.0,0.0
RNA170_BY4742,32,2386.812858954278,14123.153011563772
RPM1_BY4742,3,223.76370552696352,463.2788934305663
RPR1_BY4742,38,2834.3402700082042,7681.138943111666
RUF20_BY4742,450,33564.55582904453,75766.4917134188
RUF21_BY4742,95,7085.850675020512,10022.419625205815
RUF22_BY4742,4,298.35160736928475,579.3235094549218
RUF23_BY4742,16,1193.406429477139,4698.450509752515
RUF5-1_BY4742,0,0.0,0.0
RUF5-2_BY4742,0,0.0,0.0
SCR1_BY4742,177,13202.058626090848,25291.300049982467
SRG1_BY4742,2598,193779.36898635043,351686.6950750461
TLC1_BY4742,1499,111807.26486163944,85939.48106198266
snR10_BY4742,173,12903.707018721563,52668.19191314924
snR11_BY4742,967,72126.50108152458,279560.0817113356
snR128_BY4742,28,2088.461251584993,16575.089298293595
snR13_BY4742,21,1566.3459386887446,12631.822086199554
snR14_BY4742,43,3207.2797792198107,20045.498620123817
snR161_BY4742,18,1342.5822331617812,8339.020081750194
snR17a_BY4742,296,22078.01894532707,45057.18152107565
snR17b_BY4742,11,820.4669202655328,1775.9024248171709
snR189_BY4742,20,1491.7580368464235,7892.899665854093
snR18_BY4742,116,8652.196613709257,84825.45699714957
snR190_BY4742,24,1790.1096442157082,9421.629706398464
snR191_BY4742,25,1864.6975460580293,6805.465496562151
snR19_BY4742,170,12679.943313194599,22323.843861258098
snR24_BY4742,46,3431.043484746774,38551.05039041319
snR30_BY4742,335,24986.94711717759,41232.58600194322
snR31_BY4742,283,21108.376221376893,93815.00542834174
snR32_BY4742,32,2386.812858954278,12695.81307954403
snR33_BY4742,290,21630.49153427314,118199.40729111007
snR34_BY4742,57,4251.510405012306,20943.401009912843
snR35_BY4742,119,8875.96031923622,43509.60940802068
snR36_BY4742,83,6190.795852912658,34015.36182919043
snR37_BY4742,88,6563.735362124263,17004.49575679861
snR38_BY4742,20,1491.7580368464235,15702.716177330774
snR39B_BY4742,9,671.2911165808906,6992.61579771761
snR39_BY4742,69,5146.565227120161,57826.57558561979
snR3_BY4742,48,3580.2192884314163,18454.73860016194
snR40_BY4742,12,895.0548221078541,9227.36930008097
snR41_BY4742,73,5444.916834489446,57314.91404725733
snR42_BY4742,92,6862.086969493548,19550.105326192446
snR43_BY4742,154,11486.536883717461,54959.50662065771
snR44_BY4742,162,12083.24009845603,57266.54075097645
snR45_BY4742,51,3803.98299395838,22116.18019743244
snR46_BY4742,150,11188.185276348177,56792.81866166587
snR47_BY4742,21,1566.3459386887446,15821.676148371158
